"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"850","noroBE",9,2,"naive",221,4.53671498495194,9.72883353822976,2,6,0,12,2,1.99369871531546,2.69992080572093
"851","noroBE",9,3,"naive",221,3.94327518086025,7.86589103205926,2,5,0,11,4,1.99243586922855,2.31756001077662
"852","noroBE",9,4,"naive",221,3.49455573417333,6.57522837097123,2,5,0,10,3,1.80669362046517,2.40420181481177
"853","noroBE",10,1,"naive",221,12.6285113557345,52.8599836907239,7,17,2,30,4,3.23932720180482,2.60167049925827
"854","noroBE",10,2,"naive",221,10.5099321425089,38.3750851677158,6,14,2,25,21,4.31162251264685,2.69992080572093
"855","noroBE",10,3,"naive",221,9.13514618122304,30.1871098124768,5,12,1,22,11,2.85677800701628,2.31756001077662
"856","noroBE",10,4,"naive",221,8.09562508471455,24.6290330884181,4,11,1,20,16,3.97262008814741,2.40420181481177
"857","noroBE",11,1,"naive",221,8.59831156946827,27.2487035870413,5,11,1,21,4,2.56090139113169,2.60167049925827
"858","noroBE",11,2,"naive",221,7.15584510237826,20.0734938332647,4,10,1,18,5,2.29938412959158,2.69992080572093
"859","noroBE",11,3,"naive",221,6.21980143868076,15.9790111239078,3,8,1,16,9,2.82997289093088,2.31756001077662
"860","noroBE",11,4,"naive",221,5.5120278920579,13.1765383551108,3,8,0,14,4,2.09409320830671,2.40420181481177
"861","noroBE",12,1,"naive",221,6.56126636085789,17.421444419025,3,9,1,17,2,2.52982106856495,2.60167049925827
"862","noroBE",12,2,"naive",221,5.46053784797284,12.9825226501206,3,7,0,14,4,2.08824226827332,2.69992080572093
"863","noroBE",12,3,"naive",221,4.74625438042312,10.429070848232,2,7,0,12,5,2.16297105592212,2.31756001077662
"864","noroBE",12,4,"naive",221,4.20616104639559,8.66922800386274,2,6,0,11,0,2.8669125843322,2.40420181481177
"865","noroBE",1,1,"naive",222,4.96324022970845,11.183323265049,2,7,0,13,2,2.10587129006346,2.69970411269874
"866","noroBE",1,2,"naive",222,4.31406033306989,9.01341278870081,2,6,0,12,4,1.99816365346732,2.31806859446151
"867","noroBE",1,3,"naive",222,3.82339707003619,7.5145700298887,2,5,0,10,4,1.99450985587246,2.40407941237843
"868","noroBE",1,4,"naive",222,2.56945874156369,4.23650974280248,1,4,0,8,1,1.53670423306542,2.18836076462716
"869","noroBE",2,1,"naive",222,3.44480581493463,6.44117333560159,2,5,0,10,0,2.47856285142903,2.69970411269874
"870","noroBE",2,2,"naive",222,2.99423349133575,5.25802755746242,1,4,0,9,1,1.69632890687465,2.31806859446151
"871","noroBE",2,3,"naive",222,2.65368183889789,4.43181095827237,1,4,0,8,3,1.79966641422394,2.40407941237843
"872","noroBE",2,4,"naive",222,1.78336852630911,2.58642813934428,1,3,0,6,3,2.00998655966761,2.18836076462716
"873","noroBE",3,1,"naive",222,4.94647215568329,11.1245976698724,2,7,0,13,0,3.20980667196736,2.69970411269874
"874","noroBE",3,2,"naive",222,4.2994854828378,8.96713849347176,2,6,0,11,0,2.91114509017316,2.31806859446151
"875","noroBE",3,3,"naive",222,3.81047990259501,7.47675408430313,2,5,0,10,4,1.99482533348948,2.40407941237843
"876","noroBE",3,4,"naive",222,2.56077794587598,4.21658386770865,1,4,0,8,1,1.53348967542572,2.18836076462716
"877","noroBE",4,1,"naive",222,4.43430191546704,9.39926596654294,2,6,0,12,0,2.97526384102762,2.69970411269874
"878","noroBE",4,2,"naive",222,3.85430587942666,7.60539985566093,2,5,0,10,1,2.02220330632976,2.31806859446151
"879","noroBE",4,3,"naive",222,3.41593317401211,6.36228307767829,2,5,0,9,1,1.85657714567255,2.40407941237843
"880","noroBE",4,4,"naive",222,2.29562851929468,3.62629376048749,1,3,0,7,0,1.81069316547684,2.18836076462716
"881","noroBE",5,1,"naive",222,4.95905265977964,11.1686441439129,2,7,0,13,3,2.00525867614334,2.69970411269874
"882","noroBE",5,2,"naive",222,4.31042048722611,9.00184644145036,2,6,0,12,2,1.93510590908384,2.31806859446151
"883","noroBE",5,3,"naive",222,3.82017120510615,7.50511818213768,2,5,0,10,2,1.81238296277433,2.40407941237843
"884","noroBE",5,4,"naive",222,2.56729084566071,4.23152999521758,1,4,0,8,2,1.56076610411953,2.18836076462716
"885","noroBE",6,1,"naive",222,4.73190799804436,10.3856784775921,2,6,0,12,4,2.02053511001051,2.69970411269874
"886","noroBE",6,2,"naive",222,4.1129858014748,8.38448186281025,2,6,0,11,5,2.20263546959683,2.31806859446151
"887","noroBE",6,3,"naive",222,3.6451919186,7.00029901230726,2,5,0,10,5,2.27149716525597,2.40407941237843
"888","noroBE",6,4,"naive",222,2.44969854513056,3.96497152222007,1,4,0,7,3,1.82157166481816,2.18836076462716
"889","noroBE",7,1,"naive",222,9.2396429997507,30.7960300244952,5,12,1,22,20,4.49832725652739,2.69970411269874
"890","noroBE",7,2,"naive",222,8.03111989590173,24.3172465800156,4,11,1,20,12,3.13673617117957,2.31806859446151
"891","noroBE",7,3,"naive",222,7.11769375215239,19.9098626742987,4,10,1,18,16,4.34374311296648,2.40407941237843
"892","noroBE",7,4,"naive",222,4.78334321448547,10.5606931901235,2,7,0,13,10,3.56610244981007,2.18836076462716
"893","noroBE",8,1,"naive",222,6.10475619689642,15.515029535202,3,8,1,16,2,2.4093374841085,2.69970411269874
"894","noroBE",8,2,"naive",222,5.30626875452299,12.4158508725217,3,7,0,14,3,2.06804907657457,2.31806859446151
"895","noroBE",8,3,"naive",222,4.70275583615467,10.2870778289354,2,6,0,12,2,2.03711573232255,2.40407941237843
"896","noroBE",8,4,"naive",222,3.16041909100822,5.68247635317371,1,4,0,9,5,2.39487756161824,2.18836076462716
"897","noroBE",9,1,"naive",222,4.52313990538393,9.68903558733741,2,6,0,12,2,1.99012259623797,2.69970411269874
"898","noroBE",9,2,"naive",222,3.93152407371757,7.83442447240851,2,5,0,11,4,1.99277772820502,2.31806859446151
"899","noroBE",9,3,"naive",222,3.48436889234043,6.54995730109736,2,5,0,10,3,1.80613906554147,2.40407941237843
"900","noroBE",9,4,"naive",222,2.34161975469944,3.72613689377397,1,3,0,7,2,1.53507758624599,2.18836076462716
"901","noroBE",10,1,"naive",222,10.4854333431698,38.2466411588905,6,14,2,25,21,4.31808410332467,2.69970411269874
"902","noroBE",10,2,"naive",222,9.11396385571984,30.0879121742321,5,12,1,22,11,2.85842160697264,2.31806859446151
"903","noroBE",10,3,"naive",222,8.07737954781414,24.551664382924,4,11,1,20,16,3.97832332552066,2.40407941237843
"904","noroBE",10,4,"naive",222,5.42828618317227,12.8685967098728,3,7,0,14,14,4.63049205410655,2.18836076462716
"905","noroBE",11,1,"naive",222,7.14591668759823,20.0397332360122,4,10,1,18,5,2.29851503445381,2.69970411269874
"906","noroBE",11,2,"naive",222,6.21124795468557,15.9526916162856,3,8,1,16,9,2.83168816711147,2.31806859446151
"907","noroBE",11,3,"naive",222,5.50480646948067,13.156361396062,3,7,0,14,4,2.0934617522909,2.40407941237843
"908","noroBE",11,4,"naive",222,3.6994256271399,7.15511097164366,2,5,0,10,5,2.26132224112855,2.18836076462716
"909","noroBE",12,1,"naive",222,5.44558206880001,12.9333815339071,3,7,0,14,4,2.0867644370912,2.69970411269874
"910","noroBE",12,2,"naive",222,4.73331301855337,10.3904414851184,2,6,0,12,5,2.16356804796924,2.31806859446151
"911","noroBE",12,3,"naive",222,4.19496570040388,8.63843739641932,2,6,0,11,0,2.86071108261038,2.40407941237843
"912","noroBE",12,4,"naive",222,2.81916606934068,4.82597908525385,1,4,0,8,2,1.59924588004325,2.18836076462716
"913","noroBE",1,1,"naive",223,4.30496140223753,9.01801410482024,2,6,0,12,4,1.99973912156183,2.31558488207395
"914","noroBE",1,2,"naive",223,3.81594671220489,7.51907173727628,2,5,0,10,4,1.99658924434996,2.40003627898975
"915","noroBE",1,3,"naive",223,2.56385086080174,4.23551601451398,1,4,0,8,1,1.53443121641076,2.18484879081688
"916","noroBE",1,4,"naive",223,2.43280410489554,3.93794810622196,1,3,0,7,4,2.23738804881644,2.30987787218705
"917","noroBE",2,1,"naive",223,2.98110900450476,5.24116648561837,1,4,0,8,1,1.69069529471743,2.31558488207395
"918","noroBE",2,2,"naive",223,2.64247505182084,4.41824034547549,1,4,0,8,3,1.80216066361151,2.40003627898975
"919","noroBE",2,3,"naive",223,1.77542100223495,2.57703718923281,1,3,0,6,3,2.01482450813758,2.18484879081688
"920","noroBE",2,4,"naive",223,1.68467346061006,2.40643750082267,1,2,0,5,1,1.23713287257372,2.30987787218705
"921","noroBE",3,1,"naive",223,4.28130747374922,8.94271003242745,2,6,0,11,0,2.89638498025381,2.31558488207395
"922","noroBE",3,2,"naive",223,3.79497971106087,7.4575223466469,2,5,0,10,4,1.99713398600129,2.40003627898975
"923","noroBE",3,3,"naive",223,2.54976359282193,4.20310903928752,1,4,0,7,1,1.52923340634754,2.18484879081688
"924","noroBE",3,4,"naive",223,2.41943688299818,3.90808607529714,1,3,0,7,2,1.54406115225703,2.30987787218705
"925","noroBE",4,1,"naive",223,3.83711186414557,7.58142958364112,2,5,0,10,1,2.01402242763795,2.31558488207395
"926","noroBE",4,2,"naive",223,3.40124173813458,6.3432153429033,2,5,0,9,1,1.84983299031517,2.40003627898975
"927","noroBE",4,3,"naive",223,2.28521968879185,3.61328577485068,1,3,0,7,0,1.80156120080311,2.18484879081688
"928","noroBE",4,4,"naive",223,2.16841467827907,3.36418686887448,1,3,0,7,1,1.39217884763578,2.30987787218705
"929","noroBE",5,1,"naive",223,4.30462303491891,9.01693488053052,2,6,0,12,2,1.93354350387943,2.31558488207395
"930","noroBE",5,2,"naive",223,3.81564678114016,7.51818970238993,2,5,0,10,2,1.81165304972856,2.40003627898975
"931","noroBE",5,3,"naive",223,2.56364934370088,4.23505172403446,1,4,0,8,2,1.56145022115063,2.18484879081688
"932","noroBE",5,4,"naive",223,2.43261288798909,3.93752029182844,1,3,0,7,5,2.73779071360147,2.30987787218705
"933","noroBE",6,1,"naive",223,4.11286394182281,8.41468615533373,2,6,0,11,5,2.20460332122177,2.31558488207395
"934","noroBE",6,2,"naive",223,3.64567023258037,7.0256845242794,2,5,0,10,5,2.27311766213018,2.40003627898975
"935","noroBE",6,3,"naive",223,2.44944583059959,3.97525229736172,1,4,0,7,3,1.82314976016623,2.18484879081688
"936","noroBE",6,4,"naive",223,2.32424668786643,3.69806156073864,1,3,0,7,7,4.04491129849566,2.30987787218705
"937","noroBE",7,1,"naive",223,8.08516323011926,24.709386258939,4,11,1,20,12,3.12961945772452,2.31558488207395
"938","noroBE",7,2,"naive",223,7.16674301181369,20.2286755224888,4,10,1,18,16,4.31913910457879,2.40003627898975
"939","noroBE",7,3,"naive",223,4.81517736639631,10.7115965449024,2,7,0,13,10,3.54962758795764,2.18484879081688
"940","noroBE",7,4,"naive",223,4.56905799080131,9.87811162281965,2,6,0,12,7,2.66536454636789,2.30987787218705
"941","noroBE",8,1,"naive",223,5.29241708505048,12.4155639342985,3,7,0,14,3,2.06607686138816,2.31558488207395
"942","noroBE",8,2,"naive",223,4.69123406421684,10.2880107224226,2,6,0,12,2,2.03363351381721,2.40003627898975
"943","noroBE",8,3,"naive",223,3.15193722577303,5.67843483233233,1,4,0,9,5,2.39893368320226,2.18484879081688
"944","noroBE",8,4,"naive",223,2.99083146312021,5.26565468859308,1,4,0,9,3,1.78855407899873,2.30987787218705
"945","noroBE",9,1,"naive",223,3.92385099437587,7.83936503991033,2,5,0,11,4,1.99475547801864,2.31558488207395
"946","noroBE",9,2,"naive",223,3.47812788597549,6.55461333246572,2,5,0,10,3,1.80726059333032,2.40003627898975
"947","noroBE",9,3,"naive",223,2.33687780437695,3.72566524254923,1,3,0,7,2,1.53588654160766,2.18484879081688
"948","noroBE",9,4,"naive",223,2.21743237956895,3.46787722914936,1,3,0,7,0,1.75845374626697,2.30987787218705
"949","noroBE",10,1,"naive",223,9.16625980945491,30.533483557608,5,12,1,22,11,2.85771682542719,2.31558488207395
"950","noroBE",10,2,"naive",223,8.12503428368145,24.9136224814594,4,11,1,20,16,3.96184464641041,2.40003627898975
"951","noroBE",10,3,"naive",223,5.45903224372433,13.0377387902874,3,7,0,14,14,4.60568926110234,2.18484879081688
"952","noroBE",10,4,"naive",223,5.18000335134027,12.003765078407,3,7,0,13,7,2.54557286880102,2.30987787218705
"953","noroBE",11,1,"naive",223,6.20733134152439,16.0061479291378,3,8,1,16,9,2.83408641055521,2.31558488207395
"954","noroBE",11,2,"naive",223,5.5022202085122,13.2013157229314,3,7,0,14,4,2.09467553079126,2.40003627898975
"955","noroBE",11,3,"naive",223,3.69682102027145,7.17234766315295,2,5,0,10,5,2.26354241729665,2.18484879081688
"956","noroBE",11,4,"naive",223,3.50786447475657,6.63718021503295,2,5,0,10,9,3.96727882448198,2.30987787218705
"957","noroBE",12,1,"naive",223,4.72920447234051,10.4169473524948,2,6,0,12,5,2.16577490250146,2.31558488207395
"958","noroBE",12,2,"naive",223,4.19199862005563,8.66095416220963,2,6,0,11,0,2.85339436281232,2.40003627898975
"959","noroBE",12,3,"naive",223,2.81651188580127,4.8338883456101,1,4,0,8,2,1.59985568562021,2.18484879081688
"960","noroBE",12,4,"naive",223,2.67255080317803,4.48896844528502,1,4,0,8,3,1.79984746794786,2.30987787218705
"961","noroBE",1,1,"naive",224,3.81593877708789,7.51081554585388,2,5,0,10,4,1.99599575061475,2.39858581486934
"962","noroBE",1,2,"naive",224,2.56379626281764,4.23167388632848,1,4,0,8,1,1.53447195130839,2.18323327506441
"963","noroBE",1,3,"naive",224,2.43303260414303,3.93511245150444,1,3,0,7,4,2.23692936002709,2.30838536743919
"964","noroBE",1,4,"naive",224,2.03219262658421,3.08010967149169,1,3,0,6,3,1.91423328662045,1.67096458623165
"965","noroBE",2,1,"naive",224,2.63504711522756,4.39691740303951,1,4,0,8,3,1.8022692378125,2.39858581486934
"966","noroBE",2,2,"naive",224,1.7703963142523,2.56570944983803,1,3,0,6,3,2.01688674213399,2.18323327506441
"967","noroBE",2,3,"naive",224,1.68009916283152,2.39635305128557,1,2,0,5,1,1.23566098869055,2.30838536743919
"968","noroBE",2,4,"naive",224,1.40330430624834,1.90299455874106,0,2,0,5,0,1.20041493242669,1.67096458623165
"969","noroBE",3,1,"naive",224,3.77815171748337,7.40021429525564,2,5,0,10,4,1.99702465759651,2.39858581486934
"970","noroBE",3,2,"naive",224,2.53840845450724,4.17341755020706,1,4,0,7,1,1.52510162355077,2.18323327506441
"971","noroBE",3,3,"naive",224,2.40893967356864,3.8814183364418,1,3,0,7,2,1.54256324541574,2.30838536743919
"972","noroBE",3,4,"naive",224,2.01206898509141,3.03933494022548,1,3,0,6,0,1.62555123500221,1.67096458623165
"973","noroBE",4,1,"naive",224,3.39037618934588,6.30708410668808,2,5,0,9,1,1.8460785201014,2.39858581486934
"974","noroBE",4,2,"naive",224,2.27787559275893,3.59448563799102,1,3,0,7,0,1.79770242151862,2.18323327506441
"975","noroBE",4,3,"naive",224,2.16169500897596,3.34742553734278,1,3,0,7,1,1.38978701967132,2.30838536743919
"976","noroBE",4,4,"naive",224,1.80555766111985,2.63277549080144,1,3,0,6,1,1.27271077372227,1.67096458623165
"977","noroBE",5,1,"naive",224,3.80754355278849,7.48618043976122,2,5,0,10,2,1.8095801247472,2.39858581486934
"978","noroBE",5,2,"naive",224,2.55815580421972,4.21870270003745,1,4,0,8,2,1.56035481658807,2.18323327506441
"979","noroBE",5,3,"naive",224,2.42767983104242,3.92315767224996,1,3,0,7,5,2.74092162164313,2.30838536743919
"980","noroBE",5,4,"naive",224,2.0277217181351,3.07103291283337,1,3,0,6,3,1.915643425264,1.67096458623165
"981","noroBE",6,1,"naive",224,3.65063732903459,7.03233316298778,2,5,0,10,5,2.27162660854926,2.39858581486934
"982","noroBE",6,2,"naive",224,2.45273598132098,3.97924286205088,1,4,0,7,3,1.82221331333065,2.18323327506441
"983","noroBE",6,3,"naive",224,2.32763683232389,3.70239909910001,1,3,0,7,7,4.04153033823283,2.30838536743919
"984","noroBE",6,4,"naive",224,1.94416071529816,2.90325540961883,1,3,0,6,2,1.51969301353868,1.67096458623165
"985","noroBE",7,1,"naive",224,7.18767940588046,20.2968301556123,4,10,1,18,16,4.31092037317583,2.39858581486934
"986","noroBE",7,2,"naive",224,4.82915127196842,10.7466582869616,2,7,0,13,10,3.54315233201373,2.18323327506441
"987","noroBE",7,3,"naive",224,4.58284562835158,9.91211434000373,2,6,0,12,7,2.66153346588557,2.30838536743919
"988","noroBE",7,4,"naive",224,3.82782584945676,7.54575837457684,2,5,0,10,1,2.01108135131235,1.67096458623165
"989","noroBE",8,1,"naive",224,4.68363687931405,10.249898257562,2,6,0,12,2,2.03178564562839,2.39858581486934
"990","noroBE",8,2,"naive",224,3.14677237477693,5.65939820248293,1,4,0,9,5,2.40021468228619,2.18323327506441
"991","noroBE",8,3,"naive",224,2.98627464931032,5.2491292895761,1,4,0,9,3,1.78805103993194,2.30838536743919
"992","noroBE",8,4,"naive",224,2.49428853232376,4.07295557312586,1,4,0,7,1,1.50887585505854,1.67096458623165
"993","noroBE",9,1,"naive",224,3.48006049337381,6.55311843235705,2,5,0,10,3,1.80690800796751,2.39858581486934
"994","noroBE",9,2,"naive",224,2.33813135076029,3.72531822949733,1,3,0,7,2,1.53561218095703,2.18323327506441
"995","noroBE",9,3,"naive",224,2.21887748713572,3.46816905727444,1,3,0,7,0,1.76013602144125,2.30838536743919
"996","noroBE",9,4,"naive",224,1.85331937639165,2.72488018769425,1,3,0,6,1,1.28749865915487,1.67096458623165
"997","noroBE",10,1,"naive",224,8.1369194835653,24.9372257557722,4,11,1,20,16,3.95846900605037,2.39858581486934
"998","noroBE",10,2,"naive",224,5.46691259515777,13.0506174527629,3,7,0,14,14,4.60191470124688,2.18323327506441
"999","noroBE",10,3,"naive",224,5.18807862423549,12.0179143833885,3,7,0,13,7,2.54375252313461,2.30838536743919
"1000","noroBE",10,4,"naive",224,4.33334724259648,9.09814141682588,2,6,0,12,3,1.90448080381328,1.67096458623165
"1001","noroBE",11,1,"naive",224,5.51597102669231,13.2363943584156,3,8,0,14,4,2.09577460443986,2.39858581486934
"1002","noroBE",11,2,"naive",224,3.7059886780564,7.19100918749894,2,5,0,10,5,2.26133827803297,2.18323327506441
"1003","noroBE",11,3,"naive",224,3.5169687291714,6.65555575803013,2,5,0,10,9,3.96056355404106,2.30838536743919
"1004","noroBE",11,4,"naive",224,2.93755123017217,5.12716774772554,1,4,0,8,5,2.47631964103356,1.67096458623165
"1005","noroBE",12,1,"naive",224,4.1948233148983,8.65985462043611,2,6,0,11,0,2.8565972417485,2.39858581486934
"1006","noroBE",12,2,"naive",224,2.81835557805357,4.83388309597647,1,4,0,8,2,1.59983625780565,2.18323327506441
"1007","noroBE",12,3,"naive",224,2.67460839650987,4.48977950007177,1,4,0,8,3,1.79919523115523,2.30838536743919
"1008","noroBE",12,4,"naive",224,2.23396902003376,3.50031231209469,1,3,0,7,1,1.41507205783294,1.67096458623165
"1009","noroBE",1,1,"naive",225,2.56323568644685,4.23069824090802,1,4,0,8,1,1.53425964841036,2.18066301388624
"1010","noroBE",1,2,"naive",225,2.43309103880807,3.93552615787896,1,3,0,7,4,2.2369372086932,2.30772487785917
"1011","noroBE",1,3,"naive",225,2.03197218219451,3.07985935561728,1,3,0,6,3,1.9143371598525,1.67137353060795
"1012","noroBE",1,4,"naive",225,2.26226503413452,3.56113589620451,1,3,0,7,2,1.5293983813479,1.74735931486772
"1013","noroBE",2,1,"naive",225,1.77066980691799,2.56637862667945,1,3,0,6,3,2.01678403265572,2.18066301388624
"1014","noroBE",2,2,"naive",225,1.68076656496313,2.39772471923507,1,2,0,5,1,1.23586502345046,2.30772487785917
"1015","noroBE",2,3,"naive",225,1.40367575659676,1.90372480643994,0,2,0,5,0,1.20065761491659,1.67137353060795
"1016","noroBE",2,4,"naive",225,1.56276085432511,2.18257867147197,0,2,0,5,1,1.20384294885519,1.74735931486772
"1017","noroBE",3,1,"naive",225,2.53797195118199,4.17272683836556,1,4,0,7,1,1.52493626340803,2.18066301388624
"1018","noroBE",3,2,"naive",225,2.40911003378198,3.88207453724638,1,3,0,7,2,1.54261352165945,2.30772487785917
"1019","noroBE",3,3,"naive",225,2.0119446804131,3.03927730229821,1,3,0,6,0,1.62541362532208,1.67137353060795
"1020","noroBE",3,4,"naive",225,2.23996772248912,3.51336092937609,1,3,0,7,3,1.85956885379541,1.74735931486772
"1021","noroBE",4,1,"naive",225,2.26974293073151,3.57721479637555,1,3,0,7,0,1.79247887176423,2.18066301388624
"1022","noroBE",4,2,"naive",225,2.15449996048396,3.33257238129195,1,3,0,7,1,1.38729737653674,2.30772487785917
"1023","noroBE",4,3,"naive",225,1.79930956812337,2.62096699842306,1,3,0,6,1,1.27081466595137,1.67137353060795
"1024","noroBE",4,4,"naive",225,2.00323368460342,3.02168960417884,1,3,0,6,0,1.61964288539374,1.74735931486772
"1025","noroBE",5,1,"naive",225,2.55171005771852,4.20421078392505,1,4,0,7,2,1.55953653900186,2.18066301388624
"1026","noroBE",5,2,"naive",225,2.4221506074916,3.91110465848384,1,3,0,7,5,2.7445642263304,2.30772487785917
"1027","noroBE",5,3,"naive",225,2.02283538799253,3.06132006666238,1,3,0,6,3,1.91723122630586,1.67137353060795
"1028","noroBE",5,4,"naive",225,2.25209272457813,3.53930906240632,1,3,0,7,1,1.42147563032045,1.74735931486772
"1029","noroBE",6,1,"naive",225,2.45556705991216,3.98588829977058,1,4,0,7,3,1.82186613384085,2.18066301388624
"1030","noroBE",6,2,"naive",225,2.33088913370529,3.709755704395,1,3,0,7,7,4.03735543962514,2.30772487785917
"1031","noroBE",6,3,"naive",225,1.94661926081847,2.90832241521539,1,3,0,6,2,1.51968071222809,1.67137353060795
"1032","noroBE",6,4,"naive",225,2.16723866946169,3.35928323006726,1,3,0,7,3,1.87643410547373,1.74735931486772
"1033","noroBE",7,1,"naive",225,4.85388106386138,10.8332764104226,2,7,0,13,10,3.53130752865047,2.18066301388624
"1034","noroBE",7,2,"naive",225,4.60743215396327,9.99505152535334,2,6,0,12,7,2.65563192062256,2.30772487785917
"1035","noroBE",7,3,"naive",225,3.84785189656869,7.60549651156874,2,5,0,10,1,2.01853754099701,1.67137353060795
"1036","noroBE",7,4,"naive",225,4.28394683668078,8.94160008812358,2,6,0,11,1,2.18033928566994,1.74735931486772
"1037","noroBE",8,1,"naive",225,3.13729688430864,5.63528429073215,1,4,0,9,5,2.40336618731628,2.18066301388624
"1038","noroBE",8,2,"naive",225,2.97800509553343,5.22876868621584,1,4,0,8,3,1.78812264139288,2.30772487785917
"1039","noroBE",8,3,"naive",225,2.48705182668456,4.05686756591036,1,4,0,7,1,1.50621885228957,1.67137353060795
"1040","noroBE",8,4,"naive",225,2.76892096992805,4.71472961632955,1,4,0,8,1,1.61089720251057,1.74735931486772
"1041","noroBE",9,1,"naive",225,2.33566692587078,3.7201920151832,1,3,0,7,2,1.53542198355244,2.18066301388624
"1042","noroBE",9,2,"naive",225,2.21707675849903,3.46457650705556,1,3,0,7,0,1.75891967512959,2.30772487785917
"1043","noroBE",9,3,"naive",225,1.85156996890134,2.72165012661818,1,3,0,6,1,1.28696263443927,1.67137353060795
"1044","noroBE",9,4,"naive",225,2.06141699950599,3.13989356949041,1,3,0,6,1,1.35542970574583,1.74735931486772
"1045","noroBE",10,1,"naive",225,5.48822608305081,13.1326188892152,3,7,0,14,14,4.5879237483985,2.18066301388624
"1046","noroBE",10,2,"naive",225,5.20956920669829,12.0974025707678,3,7,0,14,7,2.5405931800881,2.30772487785917
"1047","noroBE",10,3,"naive",225,4.3507207664592,9.15470340987963,2,6,0,12,3,1.90706802245724,1.67137353060795
"1048","noroBE",10,4,"naive",225,4.84380817291198,10.7984120994469,2,7,0,13,1,2.3828664226886,1.74735931486772
"1049","noroBE",11,1,"naive",225,3.69978360900291,7.17379834433386,2,5,0,10,5,2.26250515600053,2.18066301388624
"1050","noroBE",11,2,"naive",225,3.51193235651007,6.64212663197769,2,5,0,10,9,3.96465098679557,2.30772487785917
"1051","noroBE",11,3,"naive",225,2.93295595617053,5.11613870393026,1,4,0,8,5,2.47820006943063,1.67137353060795
"1052","noroBE",11,4,"naive",225,3.26536148695465,5.97144715109795,1,5,0,9,0,2.37839383632698,1.74735931486772
"1053","noroBE",12,1,"naive",225,2.80473606722861,4.80120706998359,1,4,0,8,2,1.5975700736356,2.18066301388624
"1054","noroBE",12,2,"naive",225,2.66232958111448,4.46121144549017,1,4,0,8,3,1.80014733398601,2.30772487785917
"1055","noroBE",12,3,"naive",225,2.22341850854391,3.47806518729555,1,3,0,7,1,1.41136024310517,1.67137353060795
"1056","noroBE",12,4,"naive",225,2.47540886248457,4.03056103397309,1,4,0,7,2,1.55002252028431,1.74735931486772
"1057","noroBE",1,1,"naive",226,2.42546526190602,3.91714100833269,1,3,0,7,4,2.23983841283187,2.30724821963837
"1058","noroBE",1,2,"naive",226,2.02575780818545,3.06629918311847,1,3,0,6,3,1.91613451476125,1.67163241453247
"1059","noroBE",1,3,"naive",226,2.25557133409475,3.54559430496917,1,3,0,7,2,1.52875024792759,1.74810601324621
"1060","noroBE",1,4,"naive",226,2.46012258012303,3.99473180643951,1,4,0,7,0,1.91182080993789,1.80875187681537
"1061","noroBE",2,1,"naive",226,1.68281333241967,2.4008658328878,1,2,0,5,1,1.23637644142645,2.30724821963837
"1062","noroBE",2,2,"naive",226,1.40549209317012,1.90638066624041,0,2,0,5,0,1.20214748233443,1.67163241453247
"1063","noroBE",2,3,"naive",226,1.56493913677224,2.18592142606446,0,2,0,5,1,1.20432656826491,1.74810601324621
"1064","noroBE",2,4,"naive",226,1.70685894464817,2.44557846518586,1,3,0,6,1,1.24327119261166,1.80875187681537
"1065","noroBE",3,1,"naive",226,2.40162018043226,3.86411036170829,1,3,0,7,2,1.54167364670209,2.30724821963837
"1066","noroBE",3,2,"naive",226,2.00584230548131,3.02602484025567,1,3,0,6,0,1.62163737021778,1.67163241453247
"1067","noroBE",3,3,"naive",226,2.23339650311444,3.49817937100236,1,3,0,7,3,1.86081561847628,1.74810601324621
"1068","noroBE",3,4,"naive",226,2.43593677780304,3.94052041869136,1,3,0,7,1,1.48754799410666,1.80875187681537
"1069","noroBE",4,1,"naive",226,2.14491870265026,3.3114757529139,1,3,0,7,1,1.38395573448928,2.30724821963837
"1070","noroBE",4,2,"naive",226,1.79144425527753,2.60519407988046,1,3,0,6,1,1.26835971455138,1.67163241453247
"1071","noroBE",4,3,"naive",226,1.99467591461595,3.00353148881201,1,3,0,6,0,1.61422861940308,1.74810601324621
"1072","noroBE",4,4,"naive",226,2.1755673090001,3.3757002578984,1,3,0,7,0,1.732567107043,1.80875187681537
"1073","noroBE",5,1,"naive",226,2.4181392730968,3.90081757373392,1,3,0,7,5,2.74717748349321,2.30724821963837
"1074","noroBE",5,2,"naive",226,2.01963911447911,3.05390418262417,1,3,0,6,3,1.91808864351192,1.67163241453247
"1075","noroBE",5,3,"naive",226,2.24875850085755,3.53100034920886,1,3,0,7,1,1.42028206088111,1.74810601324621
"1076","noroBE",5,4,"naive",226,2.45269191072761,3.97804472635632,1,4,0,7,1,1.49366013950506,1.80875187681537
"1077","noroBE",6,1,"naive",226,2.33003900176519,3.70664827829133,1,3,0,7,7,4.03879222424178,2.30724821963837
"1078","noroBE",6,2,"naive",226,1.94605743291216,2.90633242080645,1,3,0,6,2,1.51952762087018,1.67163241453247
"1079","noroBE",6,3,"naive",226,2.1668292934339,3.35734110063573,1,3,0,7,3,1.87635691319511,1.74810601324621
"1080","noroBE",6,4,"naive",226,2.36333278024576,3.77956368823668,1,3,0,7,1,1.46122150596,1.80875187681537
