"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"3319","noroBE",7,3,"ar1",274,6.42338947460729,17.3022102004505,3,9,1,17,2,2.48494312806066,0.0701002822334807,0.153430575766203,2.53031342312868
"3320","noroBE",8,3,"ar1",274,4.66439465560186,11.1289078010333,2,6,0,13,0,3.07068125808563,0,0.0463895408402156,2.53031342312868
"3321","noroBE",9,3,"ar1",274,3.24705425777684,6.3814637507487,1,5,0,9,3,1.8051956863321,0.456034292295658,0.620476566618598,2.53031342312868
"3322","noroBE",10,3,"ar1",274,7.74906186564442,28.7479637357913,4,10,1,21,3,2.45849149353326,0.123046654364282,0.208610581764057,2.53031342312868
"3323","noroBE",11,3,"ar1",274,4.97113531157689,11.1126555701797,3,7,0,13,14,4.99731787139123,0.978878721678586,0.985634764975533,2.53031342312868
"3324","noroBE",12,3,"ar1",274,4.53010443141424,10.7259343594125,2,6,0,13,1,2.23027501935991,0.0489068350448126,0.156405696846698,2.53031342312868
"3325","noroBE",1,4,"ar1",274,2.84062514371542,4.56829425994668,1,4,0,8,4,2.07772761891417,0.681625272777123,0.806839696823469,2.63889156859111
"3326","noroBE",2,4,"ar1",274,1.92160647205741,2.69976696111952,1,3,0,6,2,1.48560170175372,0.471824660370938,0.698190755185599,2.63889156859111
"3327","noroBE",3,4,"ar1",274,2.90820500190325,4.77247506963959,1,4,0,8,13,7.20599425141544,0.998463515347583,0.999205639318967,2.63889156859111
"3328","noroBE",4,4,"ar1",274,2.43796225379209,3.81590380100221,1,3,0,7,2,1.51961750585576,0.369445202595166,0.588240761564425,2.63889156859111
"3329","noroBE",5,4,"ar1",274,2.84544020915891,4.64817759382471,1,4,0,8,3,1.75369753148236,0.50821238374341,0.681344979000396,2.63889156859111
"3330","noroBE",6,4,"ar1",274,2.99009346421934,5.34767522907203,1,4,0,9,3,1.78318843843477,0.49068214653775,0.658783457745187,2.63889156859111
"3331","noroBE",7,4,"ar1",274,5.68734535569248,14.7369226312812,3,8,0,15,3,2.10337092213394,0.199389768294835,0.32143410042557,2.63889156859111
"3332","noroBE",8,4,"ar1",274,4.01806922843542,9.2560103620294,2,6,0,12,3,1.86161053058233,0.357975760301995,0.513397876922128,2.63889156859111
"3333","noroBE",9,4,"ar1",274,2.7969282320905,5.27389621071021,1,4,0,8,1,1.5909180591771,0.12606235665669,0.329800838522895,2.63889156859111
"3334","noroBE",10,4,"ar1",274,6.56373991039854,22.450111954249,3,9,1,18,4,2.20668750449099,0.280666704225445,0.390731338163715,2.63889156859111
"3335","noroBE",11,4,"ar1",274,4.37431944064067,9.41458576895964,2,6,0,12,13,5.0384071596836,0.980739868974639,0.987223937157014,2.63889156859111
"3336","noroBE",12,4,"ar1",274,3.60696411598216,7.38975222833264,2,5,0,10,7,3.05631903971418,0.865463401859173,0.91252400686495,2.63889156859111
"3337","noroBE",1,1,"ar1",275,3.38649487409036,5.3602031296732,2,5,0,9,2,1.68141776254388,0.217801548663019,0.403911477882122,2.2561881588291
"3338","noroBE",2,1,"ar1",275,1.63627912671343,2.09706259905307,1,2,0,5,4,2.77160795852665,0.893744791672114,0.95630611947331,2.2561881588291
"3339","noroBE",3,1,"ar1",275,2.7885921861603,4.12688801613188,1,4,0,8,7,3.64315470511096,0.947492163878078,0.973661819936641,2.2561881588291
